Súhrnné vısledky hlasovania za obce;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Kód kraja;Názov kraja;Kód územného obvodu;Názov územného obvodu;Kód okresu;Názov okresu;Kód obce;Názov obce;Poèet okrskov ;Poèet zapísanıch volièov;Poèet vydanıch obálok;"Úèas volièov 
v %";Poèet odovzdanıch obálok;Podiel odovzdanıch obálok v %;Poèet platnıch hlasov všetkıch kandidátov; Podiel platnıch hlasov všetkıch kandidátov v %;Poèet zapísanıch volièov 2.kolo;Poèet vydanıch obálok 2.kolo;"Úèas volièov 
v %  2.kolo";Poèet odovzdanıch obálok 2.kolo;Podiel odovzdanıch obálok v % 2.kolo;Poèet platnıch hlasov všetkıch kandidátov 2.kolo; Podiel platnıch hlasov všetkıch kandidátov v % 2.kolo
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526801;Kremná;1;80;46;57,5;46;100;46;100;78;42;53,84;42;100;40;95,23
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526819;Kyjov;1;534;218;40,82;218;100;215;98,62;537;200;37,24;200;100;198;99
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526827;Lacková;1;139;91;65,46;91;100;90;98,9;133;57;42,85;57;100;56;98,24
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526835;Legnava;1;106;38;35,84;38;100;38;100;103;38;36,89;38;100;37;97,36
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526843;Lesnica;1;380;213;56,05;213;100;210;98,59;387;127;32,81;127;100;116;91,33
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526851;Litmanová;1;526;207;39,35;207;100;206;99,51;529;176;33,27;176;100;172;97,72
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526860;Lomnièka;1;1453;193;13,28;193;100;186;96,37;1454;143;9,83;143;100;143;100
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526878;¼ubotín;1;1008;470;46,62;470;100;468;99,57;1005;345;34,32;345;100;323;93,62
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526886;Malı Lipník;1;366;204;55,73;204;100;204;100;364;183;50,27;183;100;181;98,9
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526894;Matysová;1;57;50;87,71;50;100;50;100;56;51;91,07;51;100;50;98,03
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526908;Mníšek nad Popradom;1;467;197;42,18;197;100;197;100;463;162;34,98;162;100;144;88,88
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526916;Niné Rubachy;1;493;258;52,33;258;100;256;99,22;497;193;38,83;193;100;174;90,15
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526924;Nová ¼ubovòa;2;2294;1166;50,82;1166;100;1162;99,65;2276;873;38,35;873;100;842;96,44
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526932;Obruèné;1;29;20;68,96;20;100;20;100;32;26;81,25;26;100;26;100
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526941;Orlov;2;503;260;51,68;260;100;259;99,61;502;219;43,62;219;100;205;93,6
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526959;Plaveè;1;1419;599;42,21;599;100;599;100;1423;524;36,82;524;100;502;95,8
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526967;Plavnica;1;1292;667;51,62;667;100;651;97,6;1265;542;42,84;542;100;525;96,86
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526975;Podolínec;2;2451;1027;41,9;1025;99,8;1015;99,02;2422;798;32,94;797;99,87;777;97,49
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526983;Pusté Pole;1;188;91;48,4;91;100;91;100;190;100;52,63;100;100;97;97
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526991;Ruská Vo¾a nad Popradom;1;68;41;60,29;41;100;41;100;86;41;47,67;41;100;38;92,68
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;526665;Stará ¼ubovòa;14;12421;5496;44,24;5496;100;5458;99,3;12360;4694;37,97;4692;99,95;4519;96,31
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527009;Starina;1;43;23;53,48;23;100;23;100;52;37;71,15;37;100;37;100
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527017;Stráòany;1;153;87;56,86;87;100;86;98,85;157;76;48,4;76;100;75;98,68
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527025;Sulín;1;287;114;39,72;114;100;113;99,12;274;95;34,67;95;100;90;94,73
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527033;Šambron;1;325;185;56,92;184;99,45;183;99,45;322;179;55,59;179;100;168;93,85
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527041;Šarišské Jastrabie;1;909;388;42,68;388;100;386;99,48;901;325;36,07;325;100;318;97,84
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527050;Údol;1;283;176;62,19;176;100;173;98,29;289;171;59,16;171;100;168;98,24
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527068;Ve¾ká Lesná;1;365;184;50,41;184;100;184;100;364;150;41,2;150;100;149;99,33
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527076;Ve¾kı Lipník;1;732;351;47,95;351;100;347;98,86;734;290;39,5;290;100;287;98,96
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527084;Vislanka;1;214;105;49,06;105;100;98;93,33;219;84;38,35;84;100;82;97,61
7;Prešovskı kraj;706;Stará ¼ubovòa;710;Stará ¼ubovòa;527092;Vyšné Rubachy;1;1131;581;51,37;579;99,65;575;99,3;1134;458;40,38;457;99,78;431;94,31
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527114;Baòa;1;160;67;41,87;67;100;65;97,01;160;64;40;64;100;61;95,31
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527157;Breznica;1;658;296;44,98;296;100;295;99,66;630;248;39,36;248;100;242;97,58
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527165;Breznièka;1;111;58;52,25;58;100;58;100;113;46;40,7;46;100;45;97,82
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527173;Brusnica;1;258;110;42,63;110;100;109;99,09;255;103;40,39;103;100;103;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527181;Bukovce;1;409;175;42,78;175;100;171;97,71;408;149;36,51;149;100;146;97,98
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527190;Bystrá;1;32;21;65,62;21;100;21;100;33;21;63,63;21;100;21;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527203;Bany;1;152;80;52,63;80;100;80;100;209;75;35,88;75;100;70;93,33
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527262;Duplín;1;419;193;46,06;193;100;193;100;420;158;37,61;158;100;152;96,2
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527289;Gribov;1;155;94;60,64;94;100;94;100;152;69;45,39;69;100;68;98,55
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527297;Havaj;1;319;166;52,03;166;100;165;99,39;323;141;43,65;141;100;130;92,19
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527335;Chotèa;1;478;194;40,58;194;100;193;99,48;476;163;34,24;163;100;160;98,15
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527343;Jakušovce;1;44;25;56,81;25;100;25;100;43;22;51,16;22;100;22;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527386;Kolbovce;1;131;56;42,74;56;100;56;100;128;55;42,96;55;100;52;94,54
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527408;Korunková;1;73;40;54,79;40;100;40;100;77;36;46,75;36;100;35;97,22
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527416;Kouchovce;1;49;34;69,38;34;100;34;100;49;28;57,14;28;100;28;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527467;Kriš¾ovce;1;39;21;53,84;21;100;20;95,23;37;24;64,86;24;100;23;95,83
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527793;Kruèov;1;184;110;59,78;110;100;110;100;184;91;49,45;91;100;90;98,9
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527475;Krušinec;1;205;77;37,56;77;100;77;100;202;73;36,13;73;100;72;98,63
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527513;Lomné;1;207;83;40,09;83;100;82;98,79;203;82;40,39;82;100;82;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527521;Makovce;1;125;63;50,4;63;100;62;98,41;124;52;41,93;52;100;52;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527530;Malá Po¾ana;1;98;60;61,22;60;100;59;98,33;94;49;52,12;49;100;47;95,91
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527572;Miková;1;116;60;51,72;60;100;59;98,33;114;57;50;57;100;54;94,73
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527581;Miòovce;1;285;152;53,33;152;100;151;99,34;279;160;57,34;160;100;158;98,75
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527611;Mrázovce;1;78;40;51,28;40;100;39;97,5;77;37;48,05;37;100;36;97,29
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527637;Niná Olšava;1;315;147;46,66;147;100;143;97,27;313;126;40,25;126;100;123;97,61
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527700;O¾šavka;1;180;81;45;81;100;80;98,76;179;65;36,31;65;100;63;96,92
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527726;Potoky;1;83;42;50,6;42;100;42;100;81;39;48,14;39;100;39;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527718;Potôèky;1;64;40;62,5;40;100;40;100;67;38;56,71;38;100;38;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527815;So¾ník;1;34;22;64,7;22;100;22;100;37;27;72,97;27;100;27;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527823;Staškovce;1;197;97;49,23;97;100;94;96,9;190;66;34,73;66;100;64;96,96
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527840;Stropkov;10;8101;3525;43,51;3525;100;3499;99,26;8077;3056;37,83;3056;100;2974;97,31
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527866;Šandal;1;244;105;43,03;105;100;104;99,04;249;108;43,37;108;100;107;99,07
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527912;Tisinec;1;386;196;50,77;196;100;196;100;383;157;40,99;157;100;155;98,72
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527921;Tokajík;1;90;50;55,55;50;100;50;100;90;41;45,55;41;100;40;97,56
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527939;Turany nad Ondavou;1;304;158;51,97;158;100;155;98,1;302;147;48,67;147;100;139;94,55
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527971;Varechovce;1;127;59;46,45;59;100;59;100;125;60;48;60;100;59;98,33
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527980;Ve¾krop;1;167;66;39,52;66;100;66;100;166;62;37,34;62;100;62;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;527998;Vislava;1;166;86;51,8;86;100;86;100;160;70;43,75;70;100;70;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;528005;Vladièa;1;63;32;50,79;32;100;32;100;63;27;42,85;27;100;27;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;528013;Vojtovce;1;85;43;50,58;43;100;43;100;83;41;49,39;41;100;41;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;528021;Vyškovce;1;120;67;55,83;67;100;67;100;114;56;49,12;56;100;56;100
7;Prešovskı kraj;707;Stropkov;711;Stropkov;528048;Vyšná Olšava;1;472;221;46,82;221;100;217;98,19;473;213;45,03;213;100;209;98,12
7;Prešovskı kraj;707;Stropkov;711;Stropkov;560073;Vyšnı Hrabovec;1;158;83;52,53;83;100;83;100;160;76;47,5;76;100;73;96,05
7;Prešovskı kraj;708;Svidník;712;Svidník;527122;Belejovce;1;21;8;38,09;8;100;8;100;22;9;40,9;9;100;9;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527131;Beòadikovce;1;164;89;54,26;89;100;89;100;165;70;42,42;70;100;66;94,28
7;Prešovskı kraj;708;Svidník;712;Svidník;527149;Bodrual;1;45;20;44,44;20;100;20;100;46;24;52,17;24;100;24;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527211;Cernina;1;449;184;40,97;184;100;183;99,45;447;165;36,91;165;100;164;99,39
7;Prešovskı kraj;708;Svidník;712;Svidník;527220;Cigla;1;63;38;60,31;38;100;38;100;63;41;65,07;41;100;38;92,68
7;Prešovskı kraj;708;Svidník;712;Svidník;527238;Dlhoòa;1;64;24;37,5;24;100;24;100;65;28;43,07;28;100;28;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527246;Dobroslava;1;42;21;50;21;100;20;95,23;39;17;43,58;17;100;17;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527254;Dubová;1;183;93;50,81;93;100;91;97,84;185;84;45,4;84;100;82;97,61
7;Prešovskı kraj;708;Svidník;712;Svidník;580601;Dukovce;1;229;140;61,13;140;100;138;98,57;224;123;54,91;123;100;122;99,18
7;Prešovskı kraj;708;Svidník;712;Svidník;527271;Fijaš;1;119;65;54,62;65;100;64;98,46;112;58;51,78;58;100;57;98,27
7;Prešovskı kraj;708;Svidník;712;Svidník;519197;Giraltovce;3;3183;1303;40,93;1303;100;1293;99,23;3175;1110;34,96;1110;100;1066;96,03
7;Prešovskı kraj;708;Svidník;712;Svidník;527301;Havranec;1;17;13;76,47;13;100;12;92,3;17;13;76,47;13;100;13;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527319;Hrabovèík;1;262;154;58,77;154;100;151;98,05;255;114;44,7;114;100;112;98,24
7;Prešovskı kraj;708;Svidník;712;Svidník;527327;Hunkovce;1;272;104;38,23;104;100;102;98,07;273;79;28,93;79;100;78;98,73
7;Prešovskı kraj;708;Svidník;712;Svidník;527351;Jurkova Vo¾a;1;74;42;56,75;42;100;42;100;72;33;45,83;33;100;33;100
7;Prešovskı kraj;708;Svidník;712;Svidník;519316;Kalnište;1;424;182;42,92;182;100;181;99,45;420;176;41,9;176;100;175;99,43
7;Prešovskı kraj;708;Svidník;712;Svidník;527360;Kapišová;1;338;133;39,34;133;100;133;100;340;111;32,64;111;100;107;96,39
7;Prešovskı kraj;708;Svidník;712;Svidník;527378;Keèkovce;1;191;70;36,64;70;100;69;98,57;189;60;31,74;60;100;58;96,66
7;Prešovskı kraj;708;Svidník;712;Svidník;519332;Kobylnice;1;84;47;55,95;47;100;45;95,74;88;49;55,68;49;100;48;97,95
7;Prešovskı kraj;708;Svidník;712;Svidník;527394;Korejovce;1;62;39;62,9;39;100;39;100;64;39;60,93;39;100;38;97,43
7;Prešovskı kraj;708;Svidník;712;Svidník;519391;Kraèúnovce;1;946;494;52,21;494;100;493;99,79;942;396;42,03;396;100;376;94,94
7;Prešovskı kraj;708;Svidník;712;Svidník;527424;Krajná Bystrá;1;303;74;24,42;74;100;74;100;304;60;19,73;60;100;60;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527432;Krajná Po¾ana;1;157;64;40,76;64;100;64;100;160;65;40,62;65;100;62;95,38
7;Prešovskı kraj;708;Svidník;712;Svidník;527441;Krajná Porúbka;1;46;22;47,82;22;100;22;100;44;14;31,81;14;100;14;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527459;Krajné Èierno;1;70;49;70;49;100;49;100;69;42;60,86;42;100;42;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527483;Krulová;1;483;194;40,16;194;100;194;100;481;104;21,62;104;100;102;98,07
7;Prešovskı kraj;708;Svidník;712;Svidník;519448;Kuková;1;581;266;45,78;266;100;266;100;583;203;34,81;203;100;200;98,52
7;Prešovskı kraj;708;Svidník;712;Svidník;527491;Kurimka;1;318;164;51,57;164;100;163;99,39;320;144;45;144;100;142;98,61
7;Prešovskı kraj;708;Svidník;712;Svidník;527505;Ladomirová;1;765;250;32,67;250;100;249;99,6;731;168;22,98;168;100;165;98,21
7;Prešovskı kraj;708;Svidník;712;Svidník;519537;Lúèka;1;425;195;45,88;195;100;195;100;429;137;31,93;137;100;133;97,08
7;Prešovskı kraj;708;Svidník;712;Svidník;519561;Luany pri Topli;1;201;124;61,69;124;100;123;99,19;199;109;54,77;109;100;108;99,08
7;Prešovskı kraj;708;Svidník;712;Svidník;527548;Matovce;1;106;52;49,05;52;100;52;100;110;52;47,27;52;100;52;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527556;Medvedie;1;44;32;72,72;32;100;32;100;44;30;68,18;30;100;30;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527564;Mestisko;1;382;186;48,69;186;100;185;99,46;378;179;47,35;179;100;177;98,88
7;Prešovskı kraj;708;Svidník;712;Svidník;519596;Mièakovce;1;113;64;56,63;64;100;63;98,43;115;57;49,56;57;100;56;98,24
7;Prešovskı kraj;708;Svidník;712;Svidník;527599;Miro¾a;1;59;35;59,32;35;100;35;100;59;41;69,49;41;100;41;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527602;Mlynárovce;1;182;105;57,69;105;100;104;99,04;180;101;56,11;101;100;99;98,01
7;Prešovskı kraj;708;Svidník;712;Svidník;527629;Niná Jed¾ová;1;85;50;58,82;50;100;50;100;83;36;43,37;36;100;32;88,88
7;Prešovskı kraj;708;Svidník;712;Svidník;527645;Niná Pisaná;1;74;40;54,05;40;100;39;97,5;70;35;50;35;100;34;97,14
7;Prešovskı kraj;708;Svidník;712;Svidník;527653;Ninı Komárnik;1;123;65;52,84;65;100;65;100;121;59;48,76;59;100;59;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527661;Ninı Mirošov;1;209;82;39,23;82;100;82;100;204;44;21,56;44;100;44;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527670;Ninı Orlík;1;243;140;57,61;140;100;140;100;240;126;52,5;126;100;125;99,2
7;Prešovskı kraj;708;Svidník;712;Svidník;527688;Nová Polianka;1;49;31;63,26;31;100;31;100;50;17;34;17;100;17;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527696;Okrúhle;1;487;206;42,29;206;100;204;99,02;483;175;36,23;175;100;171;97,71
7;Prešovskı kraj;708;Svidník;712;Svidník;527734;Príkra;1;16;15;93,75;15;100;15;100;15;13;86,66;13;100;13;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527742;Pstriná;1;57;28;49,12;28;100;27;96,42;56;25;44,64;25;100;24;96
7;Prešovskı kraj;708;Svidník;712;Svidník;527751;Radoma;1;345;156;45,21;156;100;155;99,35;344;152;44,18;152;100;147;96,71
7;Prešovskı kraj;708;Svidník;712;Svidník;527769;Rakovèík;1;113;63;55,75;63;100;60;95,23;115;54;46,95;54;100;52;96,29
7;Prešovskı kraj;708;Svidník;712;Svidník;527777;Rovné;1;401;190;47,38;190;100;188;98,94;397;145;36,52;145;100;144;99,31
7;Prešovskı kraj;708;Svidník;712;Svidník;527785;Roztoky;1;270;103;38,14;103;100;102;99,02;270;57;21,11;57;100;55;96,49
7;Prešovskı kraj;708;Svidník;712;Svidník;527807;Soboš;1;127;79;62,2;79;100;77;97,46;129;76;58,91;76;100;75;98,68
7;Prešovskı kraj;708;Svidník;712;Svidník;527831;Stroèín;1;414;185;44,68;185;100;184;99,45;417;153;36,69;153;100;151;98,69
7;Prešovskı kraj;708;Svidník;712;Svidník;527858;Svidnièka;1;129;74;57,36;74;100;74;100;129;60;46,51;60;100;60;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527106;Svidník;9;8719;3716;42,61;3716;100;3704;99,67;8609;3145;36,53;3145;100;3067;97,51
7;Prešovskı kraj;708;Svidník;712;Svidník;527874;Šarbov;1;28;27;96,42;27;100;27;100;23;19;82,6;19;100;19;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527882;Šarišskı Štiavnik;1;224;115;51,33;115;100;114;99,13;225;103;45,77;103;100;99;96,11
7;Prešovskı kraj;708;Svidník;712;Svidník;527891;Šemetkovce;1;78;34;43,58;34;100;34;100;78;27;34,61;27;100;27;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527904;Štefurov;1;100;45;45;45;100;45;100;101;38;37,62;38;100;38;100
7;Prešovskı kraj;708;Svidník;712;Svidník;527947;Vagrinec;1;97;60;61,85;60;100;60;100;103;56;54,36;56;100;55;98,21
7;Prešovskı kraj;708;Svidník;712;Svidník;527955;Valkovce;1;179;107;59,77;107;100;107;100;178;87;48,87;87;100;83;95,4
7;Prešovskı kraj;708;Svidník;712;Svidník;527963;Vápeník;1;48;36;75;36;100;36;100;46;30;65,21;30;100;30;100
7;Prešovskı kraj;708;Svidník;712;Svidník;528030;Vyšná Jed¾ová;1;152;98;64,47;98;100;96;97,95;152;74;48,68;74;100;72;97,29
7;Prešovskı kraj;708;Svidník;712;Svidník;528056;Vyšná Pisaná;1;62;42;67,74;42;100;42;100;64;38;59,37;38;100;37;97,36
7;Prešovskı kraj;708;Svidník;712;Svidník;528064;Vyšnı Komárnik;1;67;37;55,22;37;100;37;100;74;40;54,05;40;100;39;97,5
7;Prešovskı kraj;708;Svidník;712;Svidník;528072;Vyšnı Mirošov;1;464;204;43,96;204;100;204;100;466;154;33,04;154;100;147;95,45
7;Prešovskı kraj;708;Svidník;712;Svidník;528081;Vyšnı Orlík;1;314;165;52,54;165;100;165;100;314;133;42,35;133;100;132;99,24
7;Prešovskı kraj;708;Svidník;712;Svidník;519987;elezník;1;377;176;46,68;176;100;175;99,43;375;144;38,4;144;100;144;100
7;Prešovskı kraj;708;Svidník;712;Svidník;519995;elmanovce;1;271;147;54,24;147;100;147;100;268;124;46,26;124;100;123;99,19
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544060;Babie;1;200;81;40,5;81;100;81;100;193;77;39,89;77;100;74;96,1
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544078;Banské;1;1236;448;36,24;447;99,77;444;99,32;1231;338;27,45;338;100;332;98,22
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544086;Benkovce;1;432;178;41,2;178;100;178;100;434;155;35,71;155;100;152;98,06
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544094;Bystré;2;2111;911;43,15;911;100;910;99,89;2138;727;34;727;100;720;99,03
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544108;Cabov;1;314;156;49,68;156;100;156;100;311;155;49,83;155;100;145;93,54
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544116;Èaklov;2;1850;680;36,75;680;100;676;99,41;1843;540;29,3;540;100;520;96,29
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544124;Èièava;1;841;263;31,27;263;100;260;98,85;845;179;21,18;179;100;176;98,32
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544132;Èierne nad Top¾ou;1;615;334;54,3;334;100;332;99,4;617;283;45,86;283;100;279;98,58
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544141;Ïapalovce;1;343;167;48,68;167;100;164;98,2;343;141;41,1;141;100;136;96,45
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544159;Davidov;1;645;327;50,69;327;100;324;99,08;647;294;45,44;294;100;289;98,29
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544167;Detrík;1;46;20;43,47;20;100;20;100;52;26;50;26;100;24;92,3
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544175;Dlhé Klèovo;1;1096;506;46,16;506;100;505;99,8;1105;400;36,19;389;97,25;382;98,2
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544183;Ïurïoš;1;186;58;31,18;58;100;58;100;186;45;24,19;45;100;44;97,77
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544191;Giglovce;1;135;69;51,11;69;100;69;100;135;55;40,74;55;100;50;90,9
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544205;Girovce;1;50;29;58;29;100;29;100;52;34;65,38;34;100;32;94,11
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544213;Hanušovce nad Top¾ou;2;2805;964;34,36;964;100;958;99,37;2789;837;30,01;837;100;821;98,08
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;581674;Hencovce;1;1037;485;46,76;485;100;484;99,79;1034;388;37,52;388;100;365;94,07
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544221;Hermanovce nad Top¾ou;1;550;290;52,72;290;100;288;99,31;556;224;40,28;224;100;211;94,19
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;544230;Hlinné;1;1252;364;29,07;364;100;360;98,9;1255;265;21,11;265;100;260;98,11
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528731;Holèíkovce;1;358;148;41,34;148;100;146;98,64;360;124;34,44;124;100;120;96,77
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528749;Jasenovce;1;178;99;55,61;99;100;97;97,97;178;95;53,37;95;100;88;92,63
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528757;Jastrabie nad Top¾ou;1;366;172;46,99;172;100;172;100;369;161;43,63;161;100;157;97,51
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528765;Juskova Vo¾a;1;247;167;67,61;167;100;167;100;257;141;54,86;141;100;136;96,45
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528773;Kamenná Poruba;1;915;222;24,26;222;100;221;99,54;915;219;23,93;219;100;213;97,26
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528781;Kladzany;1;444;210;47,29;210;100;209;99,52;440;192;43,63;192;100;188;97,91
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528790;Komárany;1;396;210;53,03;210;100;206;98,09;391;193;49,36;193;100;191;98,96
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528811;Kuèín;1;379;79;20,84;79;100;79;100;377;78;20,68;78;100;75;96,15
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528820;Kvakovce;1;393;143;36,38;143;100;140;97,9;391;117;29,92;117;100;114;97,43
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528838;Majerovce;1;358;219;61,17;219;100;219;100;360;159;44,16;159;100;152;95,59
7;Prešovskı kraj;709;Vranov nad Top¾ou;713;Vranov nad Top¾ou;528846;Malá Domaša;1;425;196;46,11;196;100;193;98,46;428;146;34,11;146;100;143;97,94
